,project,study,condition,rep_id,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,doi,GEO,n_replicates,run_date
rpoB__wt_044__1,RpoB Knock-in,rpoB,wt_044,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.44 h^-1,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,8/7/13
rpoB__wt_lb__1,RpoB Knock-in,rpoB,wt_lb,1,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7.0,,Batch,1.42,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__wt_lb__2,RpoB Knock-in,rpoB,wt_lb,2,Escherichia coli K-12 MG1655,MG1655,LB,,,O2,,,37,7.0,,Batch,1.42,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE546V_031__1,RpoB Knock-in,rpoB,rpoBE546V_031,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.31 h^-1,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,8/13/13
rpoB__rpoBE546V_044__1,RpoB Knock-in,rpoB,rpoBE546V_044,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Chemostat,,No,,MiSeq,chemostat w/ dilution rate 0.44 h^-1,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,8/13/13
rpoB__rpoBE546V_lb__1,RpoB Knock-in,rpoB,rpoBE546V_lb,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,LB,,,O2,,,37,7.0,Kanamycin,Batch,1.34,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE546V_lb__2,RpoB Knock-in,rpoB,rpoBE546V_lb,2,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,LB,,,O2,,,37,7.0,Kanamycin,Batch,1.34,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE546V_glc__1,RpoB Knock-in,rpoB,rpoBE546V_glc,1,Escherichia coli K-12 MG1655 rpoBE546V,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.85,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,12/20/13
rpoB__rpoBE672K_glc__1,RpoB Knock-in,rpoB,rpoBE672K_glc,1,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.88,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE672K_glc__2,RpoB Knock-in,rpoB,rpoBE672K_glc,2,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.88,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE672K_lb__1,RpoB Knock-in,rpoB,rpoBE672K_lb,1,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7.0,Kanamycin,Batch,1.4,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
rpoB__rpoBE672K_lb__2,RpoB Knock-in,rpoB,rpoBE672K_lb,2,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7.0,Kanamycin,Batch,1.4,No,,MiSeq,,doi.org/10.1016/j.cels.2016.04.003,GSE59377,2,12/18/13
crp__wt_fru__1,Crp ARs,crp,wt_fru,1,Escherichia coli K-12 MG1655,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,1,8/15/13
crp__wt_glyc__1,Crp ARs,crp,wt_glyc,1,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,2,8/14/13
crp__wt_glyc__2,Crp ARs,crp,wt_glyc,2,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,2,8/14/13
crp__delar1_glyc__1,Crp ARs,crp,delar1_glyc,1,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,2,4/8/14
crp__delar1_glyc__2,Crp ARs,crp,delar1_glyc,2,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,2,4/8/14
crp__delar1ar2_glyc__1,Crp ARs,crp,delar1ar2_glyc,1,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delar1ar2_glyc__2,Crp ARs,crp,delar1ar2_glyc,2,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delar1ar2_glyc__3,Crp ARs,crp,delar1ar2_glyc,3,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delar2_glyc__1,Crp ARs,crp,delar2_glyc,1,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delar2_glyc__2,Crp ARs,crp,delar2_glyc,2,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delar2_glyc__3,Crp ARs,crp,delar2_glyc,3,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,4/8/14
crp__delcrp_fru__1,Crp ARs,crp,delcrp_fru,1,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_fru__2,Crp ARs,crp,delcrp_fru,2,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_fru__3,Crp ARs,crp,delcrp_fru,3,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glc__1,Crp ARs,crp,delcrp_glc,1,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glc__2,Crp ARs,crp,delcrp_glc,2,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glc__3,Crp ARs,crp,delcrp_glc,3,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glyc__1,Crp ARs,crp,delcrp_glyc,1,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glyc__2,Crp ARs,crp,delcrp_glyc,2,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
crp__delcrp_glyc__3,Crp ARs,crp,delcrp_glyc,3,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,doi.org/10.1371/journal.pone.0197272,GSE64849,3,3/27/14
glu__glu_ale3__1,Glucose Evolution,glu,glu_ale3,1,Escherichia coli GLU.3.412.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A3 F412 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,4/15/13
glu__glu_ale4__1,Glucose Evolution,glu,glu_ale4,1,Escherichia coli GLU.4.403.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.98,Endpoint,Clonal,MiSeq,GLU A4 F403 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,4/16/13
glu__glu_ale5__1,Glucose Evolution,glu,glu_ale5,1,Escherichia coli GLU.5.288.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A5 F288 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,4/16/13
glu__glu_ale6__1,Glucose Evolution,glu,glu_ale6,1,Escherichia coli GLU.6.406.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,1.0,Endpoint,Clonal,MiSeq,GLU A6 F406 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,4/19/13
glu__glu_ale8__1,Glucose Evolution,glu,glu_ale8,1,Escherichia coli GLU.8.380.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.99,Endpoint,Clonal,MiSeq,GLU A8 F380 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,5/1/13
glu__glu_ale9__1,Glucose Evolution,glu,glu_ale9,1,Escherichia coli GLU.9.433.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A9 F422 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,5/18/13
glu__glu_ale10__1,Glucose Evolution,glu,glu_ale10,1,Escherichia coli GLU.10.418.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,1.02,Endpoint,Clonal,MiSeq,GLU A10 F418 I1,doi.org/10.1128/AEM.02246-14,GSE61327,1,5/19/13
42c__wt_42c__1,42C Evolution,42c,wt_42c,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.8200000000000001,No,,MiSeq,,doi.org/10.1093/molbev/msu209,,1,5/1/13
42c__42c_ale1__1,42C Evolution,42c,42c_ale1,1,Escherichia coli 42C.1.124.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.95,Endpoint,Clonal,MiSeq,42C A1 F124 I1,doi.org/10.1093/molbev/msu209,,1,5/7/13
42c__42c_ale2__1,42C Evolution,42c,42c_ale2,1,Escherichia coli 42C.2.163.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.97,Endpoint,Clonal,MiSeq,42C A2 F163 I1,doi.org/10.1093/molbev/msu209,,1,5/2/13
42c__42c_ale3__1,42C Evolution,42c,42c_ale3,1,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.92,Endpoint,Clonal,MiSeq,42C A3 F120 I1,doi.org/10.1093/molbev/msu209,,1,5/1/13
42c__42c_ale4__1,42C Evolution,42c,42c_ale4,1,Escherichia coli 42C.4.161.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,1.03,Endpoint,Clonal,MiSeq,42C A4 F161 I1,doi.org/10.1093/molbev/msu209,,1,5/2/13
42c__42c_ale5__1,42C Evolution,42c,42c_ale5,1,Escherichia coli 42C.5.125.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.94,Endpoint,Clonal,MiSeq,42C A5 F125 I1,doi.org/10.1093/molbev/msu209,,1,5/2/13
42c__42c_ale6__1,42C Evolution,42c,42c_ale6,1,Escherichia coli 42C.6.164.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.97,Endpoint,Clonal,MiSeq,42C A6 F164 I1,doi.org/10.1093/molbev/msu209,,1,5/3/13
42c__42c_ale8__1,42C Evolution,42c,42c_ale8,1,Escherichia coli 42C.8.164.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.95,Endpoint,Clonal,MiSeq,42C A8 F164 I1,doi.org/10.1093/molbev/msu209,,1,5/2/13
42c__42c_ale9__1,42C Evolution,42c,42c_ale9,1,Escherichia coli 42C.9.131.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.92,Endpoint,Clonal,MiSeq,42C A9 F131 I1,doi.org/10.1093/molbev/msu209,,1,5/3/13
42c__42c_ale10__1,42C Evolution,42c,42c_ale10,1,Escherichia coli 42C.10.153.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7.0,,Batch,0.98,Endpoint,Clonal,MiSeq,42C A10 F153 I1,doi.org/10.1093/molbev/msu209,,1,5/3/13
ssw__wt_ac__1,Substrate-switching Evolution,ssw,wt_ac,1,Escherichia coli K-12 MG1655,MG1655,M9,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.27,No,,HiSeq 2000,,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__wt_glc__1,Substrate-switching Evolution,ssw,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.73,No,,HiSeq 2000,,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__wt_glyc__1,Substrate-switching Evolution,ssw,wt_glyc,1,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.45,No,,HiSeq 2000,,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__wt_xyl__1,Substrate-switching Evolution,ssw,wt_xyl,1,Escherichia coli K-12 MG1655,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.55,No,,HiSeq 2000,,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ale1__1,Substrate-switching Evolution,ssw,glc_ale1,1,Escherichia coli C13.1.133.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.96,Endpoint,Clonal,HiSeq 2000,C13 A1 F133 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ale2__1,Substrate-switching Evolution,ssw,glc_ale2,1,Escherichia coli C13.1.134.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.99,Endpoint,Clonal,HiSeq 2000,C13 A1 F134 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ale3__1,Substrate-switching Evolution,ssw,glc_ale3,1,Escherichia coli C13.6.133.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.97,Endpoint,Clonal,HiSeq 2000,C13 A6 F133 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glyc_ale1__1,Substrate-switching Evolution,ssw,glyc_ale1,1,Escherichia coli SSW_GLY.1.45.1,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.73,Endpoint,Clonal,HiSeq 2000,SSW GLY A1 F45 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glyc_ale2__1,Substrate-switching Evolution,ssw,glyc_ale2,1,Escherichia coli SSW_GLY.2.45.1,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.76,Endpoint,Clonal,HiSeq 2000,SSW GLY A2 F45 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__xyl_ale1__1,Substrate-switching Evolution,ssw,xyl_ale1,1,Escherichia coli SSW_XYL.1.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.76,Endpoint,Clonal,HiSeq 2000,SSW XYL A1 F20 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__xyl_ale2__1,Substrate-switching Evolution,ssw,xyl_ale2,1,Escherichia coli SSW_XYL.2.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.74,Endpoint,Clonal,HiSeq 2000,SSW XYL A2 F20 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__xyl_ale3__1,Substrate-switching Evolution,ssw,xyl_ale3,1,Escherichia coli SSW_XYL.3.20.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.71,Endpoint,Clonal,HiSeq 2000,SSW XYL A3 F20 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ac_ac2__1,Substrate-switching Evolution,ssw,glc_ac_ac2,1,Escherichia coli SSW_GLU_AC.9.92.4,MG1655,M9,acetate(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.39,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I4,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ac_glc1__1,Substrate-switching Evolution,ssw,glc_ac_glc1,1,Escherichia coli SSW_GLU_AC.9.92.3,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.89,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I3,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_ac_glc2__1,Substrate-switching Evolution,ssw,glc_ac_glc2,1,Escherichia coli SSW_GLU_AC.9.92.4,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.9,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I4,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/8/17
ssw__glc_glyc_glc__1,Substrate-switching Evolution,ssw,glc_glyc_glc,1,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.93,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_glyc_glyc__1,Substrate-switching Evolution,ssw,glc_glyc_glyc,1,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.85,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_xyl_glc__1,Substrate-switching Evolution,ssw,glc_xyl_glc,1,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.96,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A2 F165 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
ssw__glc_xyl_xyl__1,Substrate-switching Evolution,ssw,glc_xyl_xyl,1,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.75,Endpoint,Clonal,HiSeq 2000,SSW GLU XYL A2 F165 I1,doi.org/10.1128/AEM.00410-17,GSE97944,1,4/18/17
pgi__glu4_delpgi__1,PGI KO Evolution,pgi,glu4_delpgi,1,Escherichia coli GLU.4.403.1 del_pgi,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.18,Endpoint,Clonal,,GLU A4 F403 I1 w/ pgi KO,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale1__1,PGI KO Evolution,pgi,pgi_ale1,1,Escherichia coli PGI.1,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.67,Endpoint,Clonal,,CCK PGI A1 F113 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale2__1,PGI KO Evolution,pgi,pgi_ale2,1,Escherichia coli PGI.2,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.6000000000000001,Endpoint,Clonal,,CCK PGI A2 F107 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale3__1,PGI KO Evolution,pgi,pgi_ale3,1,Escherichia coli PGI.3,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.65,Endpoint,Clonal,,CCK PGI A3 F108 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale5__1,PGI KO Evolution,pgi,pgi_ale5,1,Escherichia coli PGI.5,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.62,Endpoint,Clonal,,CCK PGI A5 F109 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale6__1,PGI KO Evolution,pgi,pgi_ale6,1,Escherichia coli PGI.6,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.68,Endpoint,Clonal,,CCK PGI A6 F110 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale7__1,PGI KO Evolution,pgi,pgi_ale7,1,Escherichia coli PGI.7,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.66,Endpoint,Clonal,,CCK PGI A7 F97 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
pgi__pgi_ale8__1,PGI KO Evolution,pgi,pgi_ale8,1,Escherichia coli PGI.8,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.68,Endpoint,Clonal,,CCK PGI A8 F110 I1,doi.org/10.1128/AEM.00823-18,,1,7/31/14
ica__wt_glc__1,ICA,ica,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.58,No,,HiSeq 4000,,,GSE122295,6,12/10/17
ica__wt_glc__2,ICA,ica,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.58,No,,HiSeq 4000,,,GSE122295,6,12/10/17
ica__wt_glc__3,ICA,ica,wt_glc,3,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.66,No,,HiSeq 4000,,,GSE122295,6,12/23/17
ica__wt_glc__4,ICA,ica,wt_glc,4,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.66,No,,HiSeq 4000,,,GSE122295,6,12/23/17
ica__arg_sbt__1,ICA,ica,arg_sbt,1,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__arg_sbt__2,ICA,ica,arg_sbt,2,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,,GSE122295,2,12/10/17
ica__cytd_rib__1,ICA,ica,cytd_rib,1,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.31,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__cytd_rib__2,ICA,ica,cytd_rib,2,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.31,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__gth__1,ICA,ica,gth,1,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7.0,,Batch,0.07,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__gth__2,ICA,ica,gth,2,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7.0,,Batch,0.07,No,,HiSeq 4000,,,GSE122295,2,12/23/17
ica__leu_glcr__1,ICA,ica,leu_glcr,1,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7.0,,Batch,0.29,No,,HiSeq 4000,,,GSE122295,2,12/10/17
